step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-1.4580,0.8361,0.1825,0.1563,-0.1791,-0.1832,slope,18.0,0,6.032
20,0.64,-1.6545,0.8185,0.1380,0.0704,-0.2650,0.1030,slope,18.0,0,5.880
30,0.96,-1.7468,0.8079,0.1157,0.0525,-0.2482,0.2268,slope,18.0,0,5.811
40,1.28,-1.6100,0.9026,0.1591,-0.0567,-0.2714,0.6401,slope,18.0,0,5.869
50,1.60,-1.3591,1.1087,0.2460,-0.1393,-0.2414,1.0334,slope,18.0,0,5.969
60,1.92,-1.1121,1.4938,0.3128,0.0055,-0.1522,1.1649,slope,18.0,0,6.000
70,2.24,-0.9199,1.9815,0.3558,0.0217,-0.0700,1.2794,slope,18.0,0,5.975
80,2.56,-0.7925,2.4231,0.3876,0.0282,-0.0929,1.3631,rough,14.0,0,5.948
90,2.88,-0.7141,2.8054,0.4222,0.0288,-0.0752,1.4045,rough,14.0,0,5.922
100,3.20,-0.6280,3.2117,0.4130,0.1646,-0.0212,1.4335,rough,14.0,0,5.925
110,3.52,-0.5052,3.6876,0.3332,0.4547,0.2752,1.6203,rough,14.0,0,5.987
120,3.84,-0.4766,4.1649,0.1340,0.6037,0.4322,1.8780,slope,18.0,0,5.995
130,4.16,-0.5620,4.6852,-0.1398,0.7461,0.1975,2.2478,slope,18.0,0,5.930
140,4.48,-0.7960,5.2466,-0.4292,0.7041,0.0622,2.4323,rough,14.0,0,5.773
150,4.80,-1.0301,5.6953,-0.5195,0.6848,-0.1968,2.2447,rough,14.0,0,5.645
160,5.12,-1.2613,5.9988,-0.4527,0.6528,-0.2436,2.3259,rough,14.0,0,5.515
170,5.44,-1.5284,6.2930,-0.4450,0.5815,-0.0531,2.5422,rough,14.0,0,5.371
180,5.76,-1.8322,6.5445,-0.4449,0.5589,-0.1854,2.7626,rough,14.0,0,5.202
190,6.08,-2.1351,6.8082,-0.4537,0.6836,-0.2362,2.9360,rough,14.0,0,5.065
200,6.40,-2.2632,6.9600,-0.4828,0.5221,-0.6583,2.8936,rough,14.0,0,5.038
210,6.72,-2.3445,6.9888,-0.4485,0.4736,-0.6208,2.8773,rough,14.0,0,4.986
220,7.04,-2.3513,7.0307,-0.4661,0.5070,-0.5575,2.7932,rough,14.0,0,5.004
230,7.36,-2.3268,7.0423,-0.4920,0.4562,-0.6010,2.8451,rough,14.0,0,5.031
240,7.68,-2.3089,7.0497,-0.5147,0.4434,-0.6160,2.8619,rough,14.0,0,5.050
250,8.00,-2.3726,7.0704,-0.4585,0.4047,-0.6500,2.8793,rough,14.0,0,5.009
