step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-1.2110,0.8834,0.1844,0.0023,-0.0327,-0.0004,rough,14.0,0,8.496
20,0.64,-0.8040,0.8779,0.1805,-0.0054,0.0018,-0.1254,rough,14.0,0,8.182
30,0.96,-0.3898,0.8153,0.1789,0.0089,0.0072,-0.2391,rough,14.0,0,7.833
40,1.28,0.0245,0.7075,0.1785,0.0041,-0.0058,-0.2984,rough,14.0,0,7.459
50,1.60,0.4381,0.5759,0.1797,0.0002,-0.0004,-0.3539,rough,14.0,0,7.074
60,1.92,0.8358,0.4199,0.1799,-0.0000,0.0000,-0.4337,rough,14.0,0,6.689
70,2.24,1.2281,0.2330,0.1799,-0.0001,0.0000,-0.4828,rough,14.0,0,6.288
80,2.56,1.6108,0.0262,0.1799,-0.0001,-0.0000,-0.5287,rough,14.0,0,5.883
90,2.88,1.9833,-0.1984,0.1799,-0.0001,-0.0000,-0.5740,rough,14.0,0,5.475
100,3.20,2.3446,-0.4399,0.1799,-0.0001,-0.0000,-0.6194,rough,14.0,0,5.065
110,3.52,2.6941,-0.6979,0.1799,-0.0001,-0.0000,-0.6648,rough,14.0,0,4.652
120,3.84,3.0310,-0.9719,0.1799,-0.0001,-0.0000,-0.7102,rough,14.0,0,4.236
130,4.16,3.3549,-1.2612,0.1799,-0.0001,-0.0000,-0.7549,rough,14.0,0,3.819
140,4.48,3.6656,-1.5653,0.1799,-0.0001,-0.0000,-0.7985,rough,14.0,0,3.399
150,4.80,3.9624,-1.8828,0.1799,-0.0001,-0.0000,-0.8424,rough,14.0,0,2.978
160,5.12,4.2456,-2.2133,0.1799,-0.0001,-0.0000,-0.8877,rough,14.0,0,2.555
170,5.44,4.5144,-2.5563,0.1799,-0.0001,-0.0000,-0.9371,rough,14.0,0,2.132
180,5.76,4.7659,-2.9120,0.1799,-0.0002,-0.0000,-0.9917,rough,14.0,0,1.709
190,6.08,4.9971,-3.2802,0.1799,-0.0002,0.0000,-1.0552,rough,14.0,0,1.288
200,6.40,5.2008,-3.6563,0.1862,0.0159,-0.0217,-1.1307,rough,14.0,0,0.876
