step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,2.1837,0.4995,0.3153,0.0790,-0.0596,0.1806,rough,14.0,0,6.241
20,0.64,2.6643,0.6318,0.2129,-0.0649,0.3033,0.2272,rough,14.0,0,5.743
30,0.96,3.1108,0.7388,0.0395,-0.0373,0.3910,0.2229,rough,14.0,0,5.284
40,1.28,3.4828,0.8443,-0.0649,-0.1166,0.1348,0.2496,rough,14.0,0,4.897
50,1.60,3.9214,0.9620,-0.1274,-0.1401,0.1821,0.2445,rough,14.0,0,4.443
60,1.92,4.3785,1.1021,-0.2635,-0.1991,0.4401,0.2209,rough,14.0,0,3.966
70,2.24,4.8541,1.2040,-0.5015,-0.1310,0.5224,0.1270,rough,14.0,0,3.480
80,2.56,5.2308,1.2622,-0.6198,0.0121,0.2433,0.1690,rough,14.0,0,3.100
90,2.88,5.6333,1.3381,-0.6710,-0.0326,-0.0026,0.2145,rough,14.0,0,2.692
100,3.20,6.1544,1.5125,-0.7777,-0.3781,0.5944,0.1537,rough,14.0,0,2.144
110,3.52,6.5743,1.6782,-0.9823,-0.5064,0.1759,0.0335,rough,14.0,0,1.697
120,3.84,6.9885,1.7230,-1.0403,-0.5325,0.0492,0.1037,rough,14.0,0,1.283
130,4.16,7.4442,1.7732,-1.0853,-0.5147,0.2102,0.0830,rough,14.0,0,0.831
140,4.48,7.8344,1.8201,-1.2112,-0.2992,0.3844,0.1887,rough,14.0,1,5.139
150,4.80,8.0206,1.9440,-1.2935,-0.1478,0.2837,0.5688,rough,14.0,1,5.169
160,5.12,8.1821,2.1283,-1.3683,-0.0918,0.2093,0.8590,rough,14.0,1,5.149
170,5.44,8.3344,2.3515,-1.4109,-0.0371,0.1401,1.0805,rough,14.0,1,5.107
180,5.76,8.4382,2.6420,-1.4504,-0.0290,0.1286,1.3182,rough,14.0,1,4.999
190,6.08,8.4589,2.8916,-1.4365,-0.1839,-0.0232,1.3807,rough,14.0,1,4.865
200,6.40,8.4658,3.1592,-1.4204,-0.2678,-0.1289,1.5202,rough,14.0,1,4.719
210,6.72,8.4363,3.3569,-1.3767,-0.4024,-0.4179,1.6750,rough,14.0,1,4.588
220,7.04,8.3641,3.6053,-1.3303,-0.5117,-0.2478,1.7134,rough,14.0,1,4.400
230,7.36,8.2599,3.8173,-1.2588,-0.5588,-0.4649,2.0150,rough,14.0,1,4.208
240,7.68,8.0460,4.0242,-1.2024,-0.6630,-0.3500,2.3322,rough,14.0,1,3.924
250,8.00,7.9266,4.0917,-1.1536,-0.6970,-0.1682,2.7923,rough,14.0,1,3.787
260,8.32,7.8085,3.9585,-1.2848,-0.7070,-0.3933,2.6003,rough,14.0,1,3.743
270,8.64,7.6369,3.8560,-1.3853,-0.4506,-0.3121,2.0829,rough,14.0,1,3.646
