step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,0.9574,-0.7659,0.3550,-0.1780,-0.1486,0.2971,rough,14.0,0,5.774
20,0.64,1.1926,-0.6944,0.4133,-0.1284,-0.2603,0.2662,rough,14.0,0,5.646
30,0.96,1.4692,-0.6112,0.4911,-0.1224,-0.3160,0.1736,rough,14.0,0,5.505
40,1.28,1.7839,-0.5545,0.6040,-0.0580,-0.3956,0.0027,rough,14.0,0,5.330
50,1.60,2.0759,-0.5592,0.7260,-0.0387,-0.4066,-0.0428,rough,14.0,0,5.136
60,1.92,2.3494,-0.5792,0.8556,-0.0173,-0.4556,-0.0680,rough,14.0,0,4.950
70,2.24,2.6301,-0.6101,0.9932,0.0058,-0.4542,-0.1096,rough,14.0,0,4.760
80,2.56,2.9072,-0.6544,1.1298,0.0443,-0.4658,-0.1676,rough,14.0,0,4.570
90,2.88,3.1731,-0.7043,1.2612,0.0414,-0.4486,-0.1866,rough,14.0,0,4.391
100,3.20,3.4562,-0.7789,1.3978,0.0804,-0.4288,-0.2606,rough,14.0,0,4.191
110,3.52,3.7450,-0.8789,1.5302,0.1185,-0.3950,-0.3493,rough,14.0,0,3.977
120,3.84,4.0431,-1.0090,1.6622,0.1577,-0.3688,-0.4708,rough,14.0,0,3.745
130,4.16,4.3496,-1.1901,1.7880,0.1994,-0.3214,-0.6060,rough,14.0,0,3.476
140,4.48,4.6396,-1.4204,1.9010,0.2397,-0.2772,-0.7418,rough,14.0,0,3.179
150,4.80,4.9078,-1.6895,1.9999,0.2547,-0.2333,-0.8570,rough,14.0,0,2.864
160,5.12,5.1418,-2.0091,2.0834,0.2792,-0.1958,-0.9694,rough,14.0,0,2.519
170,5.44,5.3496,-2.3523,2.1538,0.2899,-0.1596,-1.0793,rough,14.0,0,2.168
180,5.76,5.5093,-2.7288,2.2084,0.3094,-0.1239,-1.1969,rough,14.0,0,1.799
190,6.08,5.6234,-3.1284,2.2452,0.3262,-0.0784,-1.3159,rough,14.0,0,1.420
