step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-0.1721,1.3866,0.3184,0.1534,-0.1031,0.0017,rough,14.0,0,4.199
20,0.64,-0.0087,1.3738,0.3273,0.1549,-0.1188,0.0757,rough,14.0,0,4.253
30,0.96,0.2701,1.3854,0.3385,0.1663,-0.1491,0.4616,rough,14.0,0,4.327
40,1.28,0.4990,1.5381,0.3761,0.1288,-0.1237,0.7030,rough,14.0,0,4.268
50,1.60,0.7305,1.7971,0.3770,0.1194,0.0730,1.0158,rough,14.0,0,4.133
60,1.92,0.9387,2.0800,0.3422,0.3066,0.2071,1.2875,rough,14.0,0,3.991
70,2.24,1.0620,2.4416,0.2419,0.3015,0.1815,1.6377,rough,14.0,0,3.762
80,2.56,1.1584,2.6326,0.1800,0.3363,0.0301,2.1944,rough,14.0,0,3.671
90,2.88,1.2182,2.6723,0.1584,0.3341,0.0682,2.1603,rough,14.0,0,3.679
100,3.20,1.2936,2.7165,0.1305,0.2720,0.0389,2.1412,rough,14.0,0,3.696
110,3.52,1.3744,2.7658,0.1040,0.2397,0.0218,2.1369,rough,14.0,0,3.714
120,3.84,1.4400,2.8094,0.0783,0.2330,0.0584,2.1420,rough,14.0,0,3.729
130,4.16,1.4886,2.8410,0.0644,0.2353,0.0598,2.1437,rough,14.0,0,3.741
140,4.48,1.5580,2.9139,0.0365,0.2852,-0.0168,2.3466,rough,14.0,0,3.740
150,4.80,1.6564,3.0272,-0.0222,0.3929,-0.0433,2.5022,rough,14.0,0,3.738
160,5.12,1.7195,3.1408,-0.0676,0.4320,-0.1506,2.7235,rough,14.0,0,3.714
170,5.44,1.7150,3.1851,-0.0972,0.2305,-0.2748,2.9367,rough,14.0,0,3.683
180,5.76,1.7306,3.2577,-0.1051,0.2318,-0.4583,3.0664,rough,14.0,0,3.651
190,6.08,1.6839,3.3120,-0.1277,0.3201,-0.2833,-3.0253,rough,14.0,0,3.581
200,6.40,1.6598,3.3753,-0.1150,0.2911,-0.5539,-2.7575,rough,14.0,0,3.524
210,6.72,1.6166,3.4200,-0.1408,0.3345,-0.4156,-2.7422,rough,14.0,0,3.463
220,7.04,1.5776,3.4700,-0.0841,0.6331,-0.9406,3.0671,slope,18.0,0,3.402
230,7.36,1.5929,3.5579,-0.1050,2.3513,-1.0155,1.1623,slope,18.0,0,3.364
240,7.68,1.6624,3.6551,-0.4530,3.1167,0.5834,0.6427,slope,18.0,0,3.368
250,8.00,1.7859,3.8655,-0.6241,2.8828,0.7064,0.5649,slope,18.0,0,3.368
260,8.32,1.7271,4.0399,-0.7226,2.9695,0.6781,1.0009,rough,14.0,0,3.236
