step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,2.1823,0.5010,0.1857,0.0000,-0.0395,0.0000,rough,14.0,0,6.242
20,0.64,2.6131,0.5076,0.1799,0.0001,0.0001,0.0451,rough,14.0,0,5.824
30,0.96,3.0518,0.5303,0.1799,0.0001,0.0000,0.0939,rough,14.0,0,5.396
40,1.28,3.4896,0.5742,0.1799,0.0001,0.0000,0.1356,rough,14.0,0,4.964
50,1.60,3.9258,0.6361,0.1799,0.0001,-0.0000,0.1722,rough,14.0,0,4.529
60,1.92,4.3599,0.7139,0.1799,0.0001,-0.0000,0.2051,rough,14.0,0,4.092
70,2.24,4.7911,0.8060,0.1799,0.0001,-0.0000,0.2338,rough,14.0,0,3.655
80,2.56,5.2193,0.9103,0.1799,0.0001,-0.0000,0.2604,rough,14.0,0,3.217
90,2.88,5.6447,1.0260,0.1799,0.0001,-0.0000,0.2863,rough,14.0,0,2.778
100,3.20,6.0667,1.1527,0.1799,0.0001,0.0000,0.3123,rough,14.0,0,2.339
110,3.52,6.4847,1.2904,0.1799,0.0001,0.0000,0.3395,rough,14.0,0,1.900
120,3.84,6.8866,1.4339,0.1910,0.0040,-0.0715,0.3665,rough,14.0,0,1.475
130,4.16,7.2394,1.5719,0.2559,0.0064,-0.2837,0.3889,rough,14.0,0,1.096
140,4.48,7.5135,1.6975,0.3837,-0.0222,-0.5538,0.3697,rough,14.0,1,0.795
150,4.80,7.6670,1.7552,0.4830,-0.2064,-0.5291,0.7237,rough,14.0,1,5.084
160,5.12,7.8152,1.8539,0.5775,-0.2786,-0.4656,1.0172,rough,14.0,1,5.101
170,5.44,7.9314,2.0018,0.6529,-0.2681,-0.3532,1.2092,rough,14.0,1,5.066
180,5.76,8.0208,2.1836,0.7181,-0.2486,-0.2917,1.3447,rough,14.0,1,4.996
190,6.08,8.0761,2.3730,0.7746,-0.2470,-0.3020,1.4526,rough,14.0,1,4.902
200,6.40,8.1079,2.5680,0.8310,-0.2331,-0.3003,1.5224,rough,14.0,1,4.794
210,6.72,8.0935,2.7787,0.8824,-0.2155,-0.2987,1.6959,rough,14.0,1,4.646
220,7.04,7.9904,3.0530,0.9512,-0.2620,-0.2583,1.9638,rough,14.0,1,4.393
230,7.36,7.8477,3.2849,1.0206,-0.3340,-0.2815,2.1259,rough,14.0,1,4.140
240,7.68,7.6495,3.5182,1.0832,-0.3856,-0.2178,2.2675,rough,14.0,1,3.842
250,8.00,7.4040,3.7289,1.1300,-0.4272,-0.1510,2.4412,rough,14.0,1,3.520
260,8.32,7.0754,3.9136,1.1216,-0.5146,0.0381,2.5569,rough,14.0,1,3.145
270,8.64,6.7030,4.0723,1.0800,-0.6080,0.1830,2.6646,rough,14.0,1,2.752
280,8.96,6.3215,4.2128,1.0076,-0.6579,0.0593,2.6676,rough,14.0,1,2.366
290,9.28,6.1980,4.2351,0.9746,-0.5852,0.1054,2.7800,rough,14.0,1,2.259
300,9.60,6.1172,4.0757,0.8906,-0.7067,-0.3996,2.5930,rough,14.0,1,2.312
310,9.92,5.8807,3.8859,0.6035,-0.6387,-0.3051,2.1295,rough,14.0,1,2.306
320,10.24,5.6772,3.7854,0.4563,-0.6611,-0.1521,2.2385,rough,14.0,1,2.278
330,10.56,5.4449,3.7895,0.3449,-0.7202,0.0907,2.6190,rough,14.0,1,2.166
340,10.88,5.1255,3.8808,0.3376,-0.6652,-0.2477,2.7552,rough,14.0,1,1.963
350,11.20,4.7969,3.9911,0.3320,-0.5449,-0.2109,2.5272,rough,14.0,1,1.778
360,11.52,4.4814,4.1502,0.3112,-0.4571,0.1088,2.3522,rough,14.0,1,1.598
370,11.84,4.2393,4.2800,0.2995,-0.4288,-0.1881,2.1482,rough,14.0,1,1.495
380,12.16,4.0744,4.4764,0.3557,-0.4596,-0.3881,2.1319,rough,14.0,1,1.348
390,12.48,3.8693,4.7414,0.4243,-0.5708,-0.2554,1.9466,rough,14.0,1,1.199
400,12.80,3.7550,4.9252,0.4934,-0.4998,-0.5190,1.9970,rough,14.0,1,1.124
410,13.12,3.6319,5.0766,0.5526,-0.4512,-0.4964,1.9159,rough,14.0,1,1.114
420,13.44,3.5469,5.2562,0.6554,-0.4277,-0.5788,1.8495,rough,14.0,1,1.091
430,13.76,3.4547,5.3904,0.7313,-0.4682,-0.5996,1.9133,rough,14.0,1,1.124
440,14.08,3.3280,5.4506,0.7436,-0.5643,-0.5196,2.1276,rough,14.0,1,1.229
450,14.40,3.1458,5.4758,0.7079,-0.5871,-0.4326,2.2484,rough,14.0,1,1.402
460,14.72,2.9986,5.5033,0.6918,-0.4878,-0.5204,2.0847,rough,14.0,1,1.542
470,15.04,2.9056,5.5355,0.6904,-0.4390,-0.5721,1.9595,rough,14.0,1,1.629
480,15.36,2.7783,5.5735,0.6852,-0.4777,-0.5030,2.0649,rough,14.0,1,1.751
490,15.68,2.6985,5.6240,0.7125,-0.3507,-0.5741,1.8882,rough,14.0,1,1.826
500,16.00,2.6455,5.7169,0.7642,-0.3029,-0.6177,1.7717,rough,14.0,1,1.875
510,16.32,2.6110,5.8450,0.8462,-0.2915,-0.6547,1.6968,rough,14.0,1,1.912
520,16.64,2.5924,5.9639,0.9367,-0.2534,-0.6662,1.6344,rough,14.0,1,1.940
530,16.96,2.5814,6.0757,1.0183,-0.2564,-0.6698,1.6082,rough,14.0,1,1.967
540,17.28,2.5740,6.1777,1.0910,-0.2654,-0.6572,1.5972,rough,14.0,1,1.993
550,17.60,2.5677,6.2873,1.1681,-0.2815,-0.6389,1.5830,rough,14.0,1,2.026
