step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,0.0959,-0.0668,0.2007,0.0391,-0.0483,0.0026,rough,14.0,0,6.884
20,0.64,0.4618,-0.0795,0.2191,0.0205,-0.0872,-0.0622,rough,14.0,0,6.600
30,0.96,0.8623,-0.1342,0.2411,0.0730,-0.0875,-0.1397,rough,14.0,0,6.271
40,1.28,1.2795,-0.2246,0.2513,0.1173,0.0096,-0.2280,rough,14.0,0,5.914
50,1.60,1.6907,-0.3366,0.2266,0.1002,0.0612,-0.3105,rough,14.0,0,5.555
60,1.92,2.1000,-0.4783,0.2086,0.1245,0.0567,-0.3599,rough,14.0,0,5.183
70,2.24,2.4658,-0.6381,0.2002,0.1344,-0.0414,-0.4286,rough,14.0,0,4.833
80,2.56,2.8738,-0.8654,0.1812,0.2130,0.2007,-0.4685,rough,14.0,0,4.412
90,2.88,3.2361,-1.0772,0.1087,0.1599,0.1316,-0.5699,rough,14.0,0,4.038
100,3.20,3.6277,-1.3434,-0.0647,-0.0170,0.3315,-0.6548,rough,14.0,0,3.611
110,3.52,3.9182,-1.5518,-0.1191,-0.1236,0.0831,-0.6852,rough,14.0,0,3.294
120,3.84,4.2493,-1.7902,-0.1761,-0.2667,-0.0424,-0.7339,rough,14.0,0,2.942
130,4.16,4.5654,-2.1328,-0.2179,-0.1662,0.1799,-0.8649,rough,14.0,0,2.512
140,4.48,4.8151,-2.4846,-0.2753,0.0139,0.1735,-0.9448,rough,14.0,0,2.104
150,4.80,5.0187,-2.8081,-0.2936,0.0934,-0.0601,-1.0126,rough,14.0,0,1.743
160,5.12,5.1802,-3.1554,-0.2382,0.2558,-0.2445,-1.1170,rough,14.0,0,1.375
170,5.44,5.3392,-3.5564,-0.1653,0.3165,-0.1228,-1.1516,rough,14.0,0,0.964
180,5.76,5.4595,-3.9136,-0.1604,0.3552,0.1039,-1.2546,rough,14.0,1,12.256
190,6.08,5.4113,-4.1350,-0.2147,0.2276,0.2876,-1.7096,rough,14.0,1,12.446
200,6.40,5.3187,-4.4172,-0.2934,-0.1254,0.3303,-2.1822,rough,14.0,1,12.678
210,6.72,5.1693,-4.6095,-0.3493,-0.2117,0.1215,-2.4919,rough,14.0,1,12.810
220,7.04,4.9507,-4.7221,-0.3447,-0.2085,-0.1235,-2.7553,rough,14.0,1,12.848
230,7.36,4.6013,-4.7940,-0.3945,-0.0028,0.2527,-3.0502,rough,14.0,1,12.815
240,7.68,4.2372,-4.7760,-0.5011,0.0443,0.2976,3.0311,rough,14.0,1,12.700
250,8.00,3.8328,-4.7083,-0.6673,0.0244,0.4258,2.8986,rough,14.0,1,12.538
260,8.32,3.5277,-4.6229,-0.7308,-0.0121,0.1027,2.7562,rough,14.0,1,12.389
270,8.64,3.2121,-4.5093,-0.7428,-0.0709,-0.0614,2.6152,rough,14.0,1,12.218
280,8.96,2.8768,-4.3413,-0.7537,-0.2921,-0.1581,2.4846,rough,14.0,1,11.996
290,9.28,2.5270,-4.0920,-0.7550,-0.4676,0.0379,2.3036,rough,14.0,1,11.699
300,9.60,2.2528,-3.7827,-0.7771,-0.3974,0.0456,2.2613,rough,14.0,1,11.360
310,9.92,1.9987,-3.5118,-0.7639,-0.4216,-0.1320,2.2545,rough,14.0,1,11.065
320,10.24,1.7927,-3.2917,-0.6667,-0.4403,-0.4940,2.3873,rough,14.0,1,10.829
330,10.56,1.5803,-3.0936,-0.5702,-0.2788,-0.4224,2.3836,rough,14.0,1,10.618
340,10.88,1.3338,-2.8486,-0.4245,-0.2056,-0.3858,2.2678,rough,14.0,1,10.363
350,11.20,1.1098,-2.5506,-0.2868,-0.1487,-0.3070,2.1847,rough,14.0,1,10.061
360,11.52,0.8840,-2.2285,-0.1762,-0.1636,-0.2688,2.1160,rough,14.0,1,9.739
370,11.84,0.6932,-1.8843,-0.0644,-0.1247,-0.3078,2.0307,rough,14.0,1,9.400
