step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-0.0067,-0.0580,0.1723,0.0000,-0.0145,0.0000,flat,18.0,0,5.404
20,0.64,0.2561,-0.0590,0.1792,-0.0000,0.0017,-0.0188,flat,18.0,0,5.199
30,0.96,0.6409,-0.0774,0.1799,0.0001,-0.0001,-0.3020,flat,18.0,0,4.899
40,1.28,1.0639,-0.2529,0.1799,-0.0001,-0.0000,-0.6069,flat,18.0,0,4.472
50,1.60,1.4526,-0.5703,0.1799,-0.0001,-0.0000,-0.7802,flat,18.0,0,3.973
60,1.92,1.8174,-0.9658,0.1798,-0.0003,-0.0001,-0.8716,flat,18.0,0,3.435
70,2.24,2.1745,-1.4044,0.1797,-0.0001,-0.0000,-0.8947,flat,18.0,0,2.873
80,2.56,2.5307,-1.8393,0.1797,0.0001,0.0000,-0.8652,flat,18.0,0,2.315
90,2.88,2.8799,-2.2308,0.1797,0.0002,0.0001,-0.8082,flat,18.0,0,1.794
100,3.20,3.1978,-2.5481,0.1797,0.0001,0.0001,-0.7537,flat,18.0,0,1.346
110,3.52,3.4742,-2.7935,0.1797,0.0001,-0.0000,-0.6944,flat,18.0,1,0.977
120,3.84,3.7610,-3.0683,0.1799,0.0002,-0.0001,-0.9235,flat,18.0,1,6.924
130,4.16,3.9914,-3.4512,0.1799,0.0001,-0.0000,-1.3431,flat,18.0,1,6.793
140,4.48,4.0608,-3.8947,0.1799,0.0000,-0.0000,-1.8203,flat,18.0,1,6.531
150,4.80,3.9124,-4.3208,0.1799,-0.0000,-0.0000,-2.1503,flat,18.0,1,6.135
160,5.12,3.6131,-4.6951,0.1799,-0.0000,-0.0000,-2.3736,flat,18.0,1,5.664
170,5.44,3.2226,-5.0201,0.1799,-0.0000,-0.0000,-2.5503,flat,18.0,1,5.156
180,5.76,2.7654,-5.2953,0.1799,-0.0002,-0.0000,-2.6877,flat,18.0,1,4.631
190,6.08,2.2571,-5.5276,0.1798,-0.0002,-0.0001,-2.7480,flat,18.0,1,4.099
200,6.40,1.7360,-5.7472,0.1797,0.0001,0.0000,-2.7222,flat,18.0,1,3.575
210,6.72,1.2391,-5.9787,0.1797,0.0002,0.0000,-2.6580,flat,18.0,1,3.073
220,7.04,0.7743,-6.2391,0.1798,0.0003,0.0000,-2.5633,flat,18.0,1,2.584
230,7.36,0.3553,-6.5395,0.1798,0.0003,0.0001,-2.4397,flat,18.0,1,2.104
240,7.68,0.0099,-6.8658,0.1798,0.0003,0.0001,-2.3204,flat,18.0,1,1.653
250,8.00,-0.2643,-7.1798,0.1798,0.0002,0.0001,-2.2369,flat,18.0,1,1.256
260,8.32,-0.4696,-7.4632,0.1797,0.0002,0.0000,-2.1394,flat,18.0,2,4.510
270,8.64,-0.7095,-7.8071,0.1798,-0.0002,-0.0004,-2.2354,flat,18.0,2,4.646
280,8.96,-1.0047,-8.1694,0.1798,-0.0001,0.0001,-2.2912,flat,18.0,2,4.806
290,9.28,-1.2749,-8.4556,0.1797,-0.0002,0.0001,-2.3835,flat,18.0,2,4.944
300,9.60,-1.5303,-8.6761,0.1797,-0.0002,0.0001,-2.5122,flat,18.0,2,5.052
310,9.92,-1.7769,-8.8407,0.1797,-0.0002,0.0001,-2.6750,flat,18.0,2,5.129
320,10.24,-2.0173,-8.9554,0.1797,-0.0002,0.0000,-2.8681,flat,18.0,2,5.175
330,10.56,-2.2515,-9.0255,0.1797,-0.0002,0.0000,-3.0882,flat,18.0,2,5.192
340,10.88,-2.4776,-9.0458,0.1797,-0.0002,0.0000,2.9750,flat,18.0,2,5.171
350,11.20,-2.6970,-9.0131,0.1797,-0.0002,-0.0000,2.8026,flat,18.0,2,5.109
360,11.52,-2.9155,-8.9344,0.1797,-0.0002,-0.0000,2.6660,flat,18.0,2,5.011
370,11.84,-3.1384,-8.8116,0.1797,-0.0001,-0.0000,2.5645,flat,18.0,2,4.877
380,12.16,-3.3750,-8.6465,0.1797,-0.0001,-0.0001,2.4841,flat,18.0,2,4.710
390,12.48,-3.6320,-8.4354,0.1797,-0.0001,-0.0001,2.4211,flat,18.0,2,4.512
400,12.80,-3.9169,-8.1732,0.1797,-0.0001,-0.0001,2.3721,flat,18.0,2,4.284
410,13.12,-4.2376,-7.8523,0.1797,-0.0001,-0.0001,2.3408,flat,18.0,2,4.030
