step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-1.2971,0.8843,0.2276,0.0014,-0.0270,0.0049,rough,14.0,0,6.141
20,0.64,-1.0514,0.8836,0.2194,0.0128,0.0111,0.3457,rough,14.0,0,6.349
30,0.96,-0.7893,1.0008,0.2182,0.0166,0.0004,0.6727,rough,14.0,0,6.516
40,1.28,-0.5399,1.2137,0.2189,0.0130,-0.0086,0.9675,rough,14.0,0,6.637
50,1.60,-0.3627,1.4712,0.2272,-0.0004,-0.0405,1.2561,rough,14.0,0,6.687
60,1.92,-0.2659,1.7954,0.2347,-0.0414,-0.0194,1.5341,rough,14.0,0,6.652
70,2.24,-0.2665,2.1544,0.2354,-0.0607,0.0105,1.7774,rough,14.0,0,6.531
80,2.56,-0.3441,2.5290,0.2279,-0.0112,0.0697,1.9679,rough,14.0,0,6.349
90,2.88,-0.5023,2.8800,0.2054,0.0116,0.0320,2.1303,rough,14.0,0,6.111
100,3.20,-0.7315,3.2241,0.1941,0.0255,0.0326,2.2554,rough,14.0,0,5.821
110,3.52,-1.0035,3.5335,0.1792,0.0346,0.0325,2.3667,rough,14.0,0,5.507
120,3.84,-1.3158,3.8130,0.1687,0.0359,0.0262,2.4627,rough,14.0,0,5.169
130,4.16,-1.6537,4.0690,0.1594,0.0388,0.0161,2.5568,rough,14.0,0,4.819
140,4.48,-2.0158,4.3009,0.1529,0.0373,0.0088,2.6502,rough,14.0,0,4.457
150,4.80,-2.3968,4.4943,0.1504,0.0302,-0.0007,2.7365,rough,14.0,0,4.086
160,5.12,-2.7950,4.6597,0.1526,0.0280,-0.0101,2.8249,rough,14.0,0,3.706
170,5.44,-3.2049,4.7856,0.1514,-0.0004,-0.0366,2.9148,rough,14.0,0,3.320
180,5.76,-3.6290,4.8814,0.1648,0.0130,-0.0231,2.9905,rough,14.0,0,2.925
190,6.08,-4.0556,4.9418,0.1743,0.0074,-0.0258,3.0755,rough,14.0,0,2.530
200,6.40,-4.4860,4.9649,0.1845,-0.0019,-0.0235,-3.1217,rough,14.0,0,2.131
210,6.72,-4.9154,4.9501,0.1944,-0.0104,-0.0210,-3.0325,rough,14.0,0,1.731
