step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,0.0961,-0.0669,0.2007,0.0393,-0.0496,0.0026,rough,14.0,0,5.318
20,0.64,0.4656,-0.0792,0.2193,0.0204,-0.0882,-0.0577,rough,14.0,0,5.028
30,0.96,0.8698,-0.1330,0.2417,0.0736,-0.0884,-0.1356,rough,14.0,0,4.694
40,1.28,1.2960,-0.2190,0.2521,0.1136,0.0122,-0.2118,rough,14.0,0,4.335
50,1.60,1.7127,-0.3427,0.2311,0.1130,0.0675,-0.3161,rough,14.0,0,3.968
60,1.92,2.1033,-0.5058,0.2025,0.1183,0.0581,-0.4243,rough,14.0,0,3.599
70,2.24,2.4645,-0.6877,0.1922,0.1526,-0.0343,-0.5021,rough,14.0,0,3.244
80,2.56,2.8557,-0.9279,0.1689,0.2056,0.2292,-0.5269,rough,14.0,0,2.836
90,2.88,3.1991,-1.1664,0.0784,0.1581,0.1654,-0.6285,rough,14.0,0,2.468
100,3.20,3.5626,-1.4424,-0.0463,0.0332,0.3961,-0.7174,rough,14.0,0,2.076
110,3.52,3.8143,-1.6666,-0.1004,-0.0511,0.0247,-0.8398,rough,14.0,0,1.790
120,3.84,4.0823,-1.9845,-0.1401,-0.1323,0.0641,-0.9257,rough,14.0,0,1.430
130,4.16,4.3305,-2.3339,-0.1751,-0.1442,0.1937,-1.0344,rough,14.0,0,1.077
140,4.48,4.5368,-2.7135,-0.2552,-0.1358,0.2163,-1.2033,rough,14.0,1,7.704
150,4.80,4.6225,-3.1032,-0.3192,0.1073,0.2870,-1.3251,rough,14.0,1,7.484
160,5.12,4.6557,-3.4203,-0.3578,0.1466,0.0098,-1.5316,rough,14.0,1,7.290
170,5.44,4.5825,-3.8187,-0.4139,0.3520,0.0683,-1.7133,rough,14.0,1,6.971
180,5.76,4.4677,-4.2228,-0.4539,0.3764,0.1020,-1.8407,rough,14.0,1,6.625
190,6.08,4.3152,-4.6092,-0.4909,0.3684,0.0813,-1.9690,rough,14.0,1,6.268
200,6.40,4.1279,-4.9782,-0.5280,0.3072,0.0232,-2.0955,rough,14.0,1,5.900
210,6.72,3.9098,-5.3320,-0.5420,0.2343,-0.0180,-2.1734,rough,14.0,1,5.521
220,7.04,3.6609,-5.6429,-0.5077,0.2679,-0.1431,-2.2570,rough,14.0,1,5.144
230,7.36,3.3985,-5.9005,-0.4230,0.3440,-0.3599,-2.3740,rough,14.0,1,4.786
240,7.68,3.1268,-6.0762,-0.3039,0.3968,-0.4410,-2.5862,rough,14.0,1,4.463
250,8.00,2.8254,-6.1723,-0.1804,0.5596,-0.6851,-2.7028,rough,14.0,1,4.155
260,8.32,2.5672,-6.2132,-0.0412,0.5847,-0.6043,-2.9099,rough,14.0,1,3.916
270,8.64,2.2967,-6.1456,0.0159,0.5657,-0.5505,-2.8897,rough,14.0,1,3.732
280,8.96,2.0756,-6.0394,0.0310,0.3501,-0.7074,-2.6132,rough,14.0,1,3.623
290,9.28,1.8502,-5.9868,0.0837,0.0030,-0.6928,-2.3709,rough,14.0,1,3.488
300,9.60,1.6066,-5.9701,0.1763,0.1042,-0.6167,-2.2711,rough,14.0,1,3.325
310,9.92,1.4974,-6.0622,0.2775,-0.1845,-0.6595,-1.7433,rough,14.0,1,3.183
320,10.24,1.5098,-6.2760,0.4105,-0.3126,-0.6773,-1.5931,rough,14.0,1,3.041
330,10.56,1.5133,-6.4999,0.5922,-0.3081,-0.7134,-1.5443,rough,14.0,1,2.896
340,10.88,1.5350,-6.6898,0.7411,-0.4018,-0.7128,-1.4948,rough,14.0,1,2.796
350,11.20,1.6251,-6.8491,0.8482,-0.5494,-0.7208,-1.2794,rough,14.0,1,2.779
360,11.52,1.7293,-6.9177,0.8760,-0.3531,-0.7844,-1.4603,rough,14.0,1,2.832
370,11.84,1.8046,-6.9133,0.8524,-0.3292,-0.7731,-1.4352,rough,14.0,1,2.899
380,12.16,1.9006,-6.8697,0.7756,-0.2485,-0.7607,-1.4355,rough,14.0,1,3.004
390,12.48,1.9959,-6.8002,0.6766,-0.1453,-0.7691,-1.4742,rough,14.0,1,3.121
400,12.80,2.0374,-6.6954,0.5778,-0.2286,-0.7530,-1.3868,rough,14.0,1,3.210
410,13.12,2.1205,-6.5659,0.4441,-0.4104,-0.6759,-1.1425,rough,14.0,1,3.349
420,13.44,2.2503,-6.4110,0.2691,-0.4948,-0.5918,-1.0651,rough,14.0,1,3.542
430,13.76,2.4708,-6.2412,0.0286,-0.3820,-0.7468,-1.4912,rough,14.0,1,3.820
440,14.08,2.6775,-6.0215,-0.2608,-0.2252,-0.7728,-1.6813,rough,14.0,1,4.114
450,14.40,2.7140,-5.7422,-0.4957,-0.2685,-0.7127,-1.6098,rough,14.0,1,4.307
460,14.72,2.6948,-5.5643,-0.6268,-0.2809,-0.5796,-1.5665,rough,14.0,1,4.403
470,15.04,2.6898,-5.5340,-0.6434,-0.2857,-0.5887,-1.5584,rough,14.0,1,4.418
480,15.36,2.6967,-5.6567,-0.5664,-0.3333,-0.5955,-1.5506,rough,14.0,1,4.346
490,15.68,2.7092,-5.8472,-0.4244,-0.3939,-0.7447,-1.4179,rough,14.0,1,4.241
500,16.00,2.7495,-5.9525,-0.3296,-0.3454,-0.7634,-1.4088,rough,14.0,1,4.212
510,16.32,2.7989,-6.0035,-0.3047,-0.3112,-0.6800,-1.3652,rough,14.0,1,4.224
520,16.64,2.8991,-6.0046,-0.3270,-0.2848,-0.6246,-1.2311,rough,14.0,1,4.307
530,16.96,2.9756,-5.9438,-0.3862,-0.1243,-0.7136,-1.2920,rough,14.0,1,4.405
540,17.28,3.0219,-5.8426,-0.4712,-0.0194,-0.7526,-1.3828,rough,14.0,1,4.499
550,17.60,3.0620,-5.8412,-0.4694,0.0473,-0.7554,-1.4935,rough,14.0,1,4.533
560,17.92,3.0792,-5.8894,-0.4356,0.0111,-0.7772,-1.4949,rough,14.0,1,4.521
570,18.24,3.0950,-5.9387,-0.3959,0.0183,-0.7335,-1.5627,rough,14.0,1,4.508
580,18.56,3.1072,-6.0226,-0.3438,-0.0446,-0.6759,-1.5720,rough,14.0,1,4.474
590,18.88,3.1336,-6.2019,-0.2291,-0.1974,-0.5951,-1.5691,rough,14.0,1,4.406
600,19.20,3.1432,-6.4049,-0.0709,-0.2516,-0.7567,-1.5167,rough,14.0,1,4.319
