step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,2.1789,0.5010,0.1838,-0.0000,-0.0245,-0.0000,rough,14.0,0,5.936
20,0.64,2.5603,0.4956,0.1796,0.0002,-0.0005,-0.1988,rough,14.0,0,5.737
30,0.96,2.9464,0.4068,0.1799,-0.0001,-0.0000,-0.3771,rough,14.0,0,5.480
40,1.28,3.3375,0.2427,0.1799,-0.0001,0.0000,-0.4637,rough,14.0,0,5.169
50,1.60,3.7017,0.0457,0.1799,-0.0000,-0.0001,-0.5809,rough,14.0,0,4.853
60,1.92,4.0439,-0.1953,0.1799,-0.0000,-0.0001,-0.6797,rough,14.0,0,4.517
70,2.24,4.3610,-0.4715,0.1799,0.0000,-0.0001,-0.7688,rough,14.0,0,4.167
80,2.56,4.6521,-0.7769,0.1799,-0.0000,-0.0001,-0.8555,rough,14.0,0,3.807
90,2.88,4.9183,-1.1085,0.1799,-0.0001,-0.0000,-0.9374,rough,14.0,0,3.438
100,3.20,5.1588,-1.4624,0.1799,-0.0001,-0.0001,-1.0162,rough,14.0,0,3.064
110,3.52,5.3739,-1.8341,0.1799,-0.0001,0.0001,-1.0970,rough,14.0,0,2.686
120,3.84,5.5604,-2.2224,0.1799,0.0001,-0.0000,-1.1809,rough,14.0,0,2.308
130,4.16,5.7089,-2.6239,0.1859,0.0201,-0.0130,-1.2586,rough,14.0,0,1.931
140,4.48,5.7901,-3.0252,0.2056,0.1122,-0.0370,-1.3606,rough,14.0,0,1.560
150,4.80,5.8106,-3.4310,0.2420,0.2447,-0.0694,-1.4829,rough,14.0,0,1.185
160,5.12,5.7968,-3.8432,0.2663,0.2465,-0.0512,-1.6295,rough,14.0,0,0.814
170,5.44,5.7265,-4.1280,0.2725,0.2454,0.0222,-1.9658,rough,14.0,1,12.554
180,5.76,5.5296,-4.3850,0.2385,0.1745,0.0780,-2.3300,rough,14.0,1,12.721
190,6.08,5.2860,-4.5738,0.2209,0.1128,0.0910,-2.6004,rough,14.0,1,12.815
200,6.40,4.9795,-4.7019,0.1990,0.0614,0.0540,-2.7929,rough,14.0,1,12.838
210,6.72,4.6346,-4.7920,0.1846,0.0033,0.0293,-2.9250,rough,14.0,1,12.822
220,7.04,4.2781,-4.8444,0.1797,0.0002,-0.0006,-3.0604,rough,14.0,1,12.777
230,7.36,3.9340,-4.8684,0.1798,0.0002,-0.0002,2.9645,rough,14.0,1,12.717
240,7.68,3.5776,-4.7906,0.1799,0.0001,-0.0001,2.7609,rough,14.0,1,12.564
250,8.00,3.2305,-4.6345,0.1799,-0.0000,-0.0000,2.5878,rough,14.0,1,12.344
260,8.32,2.8917,-4.4051,0.1799,-0.0001,-0.0001,2.4724,rough,14.0,1,12.061
270,8.64,2.5804,-4.1341,0.1799,-0.0001,0.0001,2.3607,rough,14.0,1,11.748
280,8.96,2.2958,-3.8261,0.1799,-0.0000,0.0000,2.2620,rough,14.0,1,11.408
290,9.28,2.0353,-3.4886,0.1799,-0.0001,-0.0000,2.1729,rough,14.0,1,11.045
300,9.60,1.8032,-3.1253,0.1799,-0.0001,-0.0000,2.1061,rough,14.0,1,10.664
310,9.92,1.5902,-2.7474,0.1799,-0.0002,-0.0000,2.0390,rough,14.0,1,10.273
320,10.24,1.3998,-2.3551,0.1799,-0.0002,-0.0000,1.9736,rough,14.0,1,9.872
330,10.56,1.2333,-1.9499,0.1799,-0.0002,-0.0000,1.9156,rough,14.0,1,9.462
340,10.88,1.0891,-1.5349,0.1799,-0.0002,-0.0000,1.8640,rough,14.0,1,9.045
350,11.20,0.9653,-1.1121,0.1799,-0.0001,-0.0000,1.8180,rough,14.0,1,8.622
360,11.52,0.8604,-0.6834,0.1799,-0.0001,-0.0000,1.7770,rough,14.0,1,8.195
370,11.84,0.7726,-0.2500,0.1799,-0.0001,-0.0000,1.7403,rough,14.0,1,7.764
380,12.16,0.7003,0.1867,0.1799,-0.0001,-0.0000,1.7075,rough,14.0,1,7.330
390,12.48,0.6419,0.6254,0.1799,-0.0001,-0.0000,1.6798,rough,14.0,1,6.895
400,12.80,0.5953,1.0657,0.1799,-0.0001,-0.0000,1.6546,rough,14.0,1,6.458
410,13.12,0.5597,1.5075,0.1799,-0.0001,-0.0000,1.6314,rough,14.0,1,6.020
420,13.44,0.5341,1.9504,0.1799,-0.0001,-0.0000,1.6098,rough,14.0,1,5.580
430,13.76,0.5180,2.3940,0.1799,-0.0001,-0.0000,1.5897,rough,14.0,1,5.140
440,14.08,0.5107,2.8381,0.1799,-0.0001,-0.0000,1.5708,rough,14.0,1,4.699
450,14.40,0.5117,3.2824,0.1799,-0.0000,-0.0000,1.5530,rough,14.0,1,4.258
460,14.72,0.5206,3.7267,0.1799,-0.0000,-0.0000,1.5363,rough,14.0,1,3.816
470,15.04,0.5369,4.1709,0.1799,-0.0000,-0.0000,1.5201,rough,14.0,1,3.373
480,15.36,0.5604,4.6148,0.1799,-0.0002,-0.0001,1.5043,rough,14.0,1,2.931
490,15.68,0.5654,4.9425,0.2263,0.0473,-0.2997,1.3412,rough,14.0,1,2.607
500,16.00,0.5941,4.9547,0.2260,0.0413,-0.2844,1.2967,rough,14.0,1,2.590
510,16.32,0.6695,4.9441,0.2139,0.0256,-0.2035,1.3822,rough,14.0,1,2.589
520,16.64,0.7227,4.9373,0.2133,0.0114,-0.2156,1.4825,rough,14.0,1,2.590
530,16.96,0.7461,4.9357,0.2145,0.0037,-0.2283,1.5235,rough,14.0,1,2.588
540,17.28,0.7580,4.9356,0.2149,-0.0023,-0.2296,1.5487,rough,14.0,1,2.587
550,17.60,0.7629,4.9360,0.2150,-0.0054,-0.2297,1.5617,rough,14.0,1,2.587
560,17.92,0.7656,4.9358,0.2151,-0.0065,-0.2299,1.5661,rough,14.0,1,2.586
570,18.24,0.7667,4.9359,0.2151,-0.0072,-0.2299,1.5691,rough,14.0,1,2.586
580,18.56,0.7671,4.9360,0.2151,-0.0075,-0.2299,1.5703,rough,14.0,1,2.586
590,18.88,0.7672,4.9360,0.2151,-0.0077,-0.2299,1.5711,rough,14.0,1,2.586
600,19.20,0.7670,4.9361,0.2151,-0.0079,-0.2298,1.5718,rough,14.0,1,2.586
610,19.52,0.7666,4.9363,0.2151,-0.0080,-0.2297,1.5724,rough,14.0,1,2.586
620,19.84,0.7658,4.9365,0.2152,-0.0082,-0.2294,1.5730,rough,14.0,1,2.586
630,20.16,0.7648,4.9367,0.2152,-0.0082,-0.2292,1.5735,rough,14.0,1,2.586
640,20.48,0.7637,4.9371,0.2152,-0.0083,-0.2290,1.5739,rough,14.0,1,2.585
650,20.80,0.7623,4.9374,0.2152,-0.0084,-0.2287,1.5742,rough,14.0,1,2.585
660,21.12,0.7609,4.9377,0.2153,-0.0084,-0.2284,1.5743,rough,14.0,1,2.585
670,21.44,0.7595,4.9380,0.2153,-0.0084,-0.2282,1.5744,rough,14.0,1,2.585
680,21.76,0.7580,4.9382,0.2153,-0.0084,-0.2279,1.5744,rough,14.0,1,2.585
690,22.08,0.7566,4.9383,0.2153,-0.0084,-0.2277,1.5745,rough,14.0,1,2.585
700,22.40,0.7551,4.9383,0.2152,-0.0083,-0.2274,1.5745,rough,14.0,1,2.585
710,22.72,0.7536,4.9383,0.2152,-0.0083,-0.2272,1.5745,rough,14.0,1,2.585
720,23.04,0.7521,4.9383,0.2151,-0.0083,-0.2270,1.5745,rough,14.0,1,2.585
730,23.36,0.7506,4.9383,0.2151,-0.0082,-0.2267,1.5745,rough,14.0,1,2.585
740,23.68,0.7491,4.9383,0.2151,-0.0082,-0.2265,1.5745,rough,14.0,1,2.586
750,24.00,0.7476,4.9384,0.2150,-0.0082,-0.2263,1.5744,rough,14.0,1,2.586
760,24.32,0.7462,4.9384,0.2150,-0.0081,-0.2260,1.5744,rough,14.0,1,2.586
770,24.64,0.7447,4.9384,0.2149,-0.0081,-0.2258,1.5744,rough,14.0,1,2.586
780,24.96,0.7433,4.9384,0.2149,-0.0080,-0.2256,1.5743,rough,14.0,1,2.586
790,25.28,0.7418,4.9384,0.2149,-0.0080,-0.2254,1.5743,rough,14.0,1,2.586
800,25.60,0.7404,4.9384,0.2148,-0.0080,-0.2252,1.5742,rough,14.0,1,2.586
810,25.92,0.7391,4.9384,0.2148,-0.0079,-0.2249,1.5742,rough,14.0,1,2.587
820,26.24,0.7377,4.9384,0.2147,-0.0079,-0.2247,1.5741,rough,14.0,1,2.587
830,26.56,0.7364,4.9384,0.2147,-0.0078,-0.2245,1.5740,rough,14.0,1,2.587
840,26.88,0.7351,4.9384,0.2147,-0.0078,-0.2243,1.5739,rough,14.0,1,2.587
850,27.20,0.7338,4.9384,0.2146,-0.0077,-0.2241,1.5739,rough,14.0,1,2.587
860,27.52,0.7326,4.9385,0.2146,-0.0077,-0.2240,1.5738,rough,14.0,1,2.587
870,27.84,0.7314,4.9385,0.2146,-0.0076,-0.2238,1.5737,rough,14.0,1,2.587
880,28.16,0.7303,4.9385,0.2145,-0.0076,-0.2236,1.5736,rough,14.0,1,2.587
890,28.48,0.7292,4.9385,0.2145,-0.0075,-0.2234,1.5735,rough,14.0,1,2.588
