step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-0.0501,1.4500,0.1830,-0.0000,-0.0352,-0.0000,rough,14.0,0,8.047
20,0.64,0.3788,1.4365,0.1798,0.0000,-0.0007,-0.1553,flat,18.0,0,7.755
30,0.96,0.8960,1.3309,0.1799,-0.0000,-0.0000,-0.3519,flat,18.0,0,7.350
40,1.28,1.3929,1.1247,0.1799,-0.0002,-0.0000,-0.4930,flat,18.0,0,6.891
50,1.60,1.8632,0.8490,0.1798,-0.0004,-0.0000,-0.5996,flat,18.0,0,6.399
60,1.92,2.3102,0.5232,0.1798,-0.0003,-0.0000,-0.6756,flat,18.0,0,5.886
70,2.24,2.7334,0.1637,0.1797,-0.0002,-0.0000,-0.7437,flat,18.0,0,5.363
80,2.56,3.1315,-0.2247,0.1797,-0.0002,-0.0000,-0.8087,flat,18.0,0,4.832
90,2.88,3.5061,-0.6389,0.1797,-0.0002,-0.0000,-0.8707,flat,18.0,0,4.295
100,3.20,3.8570,-1.0764,0.1797,-0.0002,-0.0000,-0.9307,flat,18.0,0,3.752
110,3.52,4.1826,-1.5348,0.1797,-0.0002,-0.0000,-0.9897,flat,18.0,0,3.204
120,3.84,4.4819,-2.0120,0.1797,-0.0002,-0.0000,-1.0487,flat,18.0,0,2.653
130,4.16,4.7539,-2.5061,0.1797,-0.0002,-0.0000,-1.1102,flat,18.0,0,2.099
140,4.48,4.9950,-3.0157,0.1797,-0.0002,-0.0000,-1.1780,flat,18.0,0,1.545
150,4.80,5.2001,-3.5388,0.1798,-0.0004,0.0000,-1.2608,flat,18.0,0,0.992
160,5.12,5.3014,-3.9739,0.1798,-0.0002,-0.0002,-1.4800,flat,18.0,1,12.256
170,5.44,5.2639,-4.3325,0.1799,0.0005,-0.0000,-2.0686,flat,18.0,1,12.580
180,5.76,5.0410,-4.6240,0.1799,0.0001,-0.0000,-2.4731,flat,18.0,1,12.783
190,6.08,4.6915,-4.8444,0.1799,0.0001,-0.0001,-2.8349,flat,18.0,1,12.889
200,6.40,4.2406,-4.9581,0.1799,-0.0000,-0.0000,3.1134,flat,18.0,1,12.877
210,6.72,3.7438,-4.9187,0.1799,0.0000,-0.0000,2.8551,flat,18.0,1,12.724
220,7.04,3.2519,-4.7465,0.1799,-0.0001,-0.0000,2.6658,flat,18.0,1,12.458
230,7.36,2.7881,-4.4784,0.1799,-0.0002,-0.0000,2.5274,flat,18.0,1,12.118
240,7.68,2.3541,-4.1455,0.1798,-0.0004,-0.0000,2.4313,flat,18.0,1,11.731
