step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,1.0687,-0.7750,0.1846,-0.0000,-0.0336,-0.0000,rough,14.0,0,5.684
20,0.64,1.4964,-0.7887,0.1794,-0.0001,0.0022,-0.1127,flat,18.0,0,5.360
30,0.96,2.0250,-0.8723,0.1799,-0.0001,-0.0000,-0.2928,flat,18.0,0,4.932
40,1.28,2.5371,-1.0473,0.1799,-0.0002,-0.0000,-0.4294,flat,18.0,0,4.466
50,1.60,3.0250,-1.2912,0.1798,-0.0004,-0.0000,-0.5385,flat,18.0,0,3.976
60,1.92,3.4888,-1.5888,0.1798,-0.0004,-0.0000,-0.6233,flat,18.0,0,3.470
70,2.24,3.9292,-1.9246,0.1798,-0.0003,-0.0000,-0.6967,flat,18.0,0,2.957
80,2.56,4.3404,-2.2926,0.1798,-0.0003,0.0000,-0.7758,flat,18.0,0,2.444
90,2.88,4.7185,-2.6926,0.1798,-0.0004,-0.0000,-0.8635,flat,18.0,0,1.932
100,3.20,5.0594,-3.1243,0.1798,-0.0004,0.0000,-0.9685,flat,18.0,0,1.425
110,3.52,5.3497,-3.5872,0.1799,-0.0001,0.0000,-1.1126,flat,18.0,0,0.933
120,3.84,5.4863,-3.9344,0.1798,-0.0001,0.0006,-0.9003,flat,18.0,1,12.285
130,4.16,5.6865,-4.0936,0.1791,0.0001,0.0053,-0.2231,flat,18.0,1,12.507
140,4.48,6.0620,-4.1582,0.1799,-0.0005,-0.0000,0.3112,flat,18.0,1,12.711
150,4.80,6.4093,-4.0092,0.1799,-0.0001,-0.0000,0.6742,flat,18.0,1,12.718
160,5.12,6.7222,-3.6918,0.1799,-0.0000,-0.0001,0.9469,flat,18.0,1,12.570
170,5.44,6.9796,-3.2667,0.1799,0.0000,-0.0000,1.1958,flat,18.0,1,12.315
180,5.76,7.1471,-2.7674,0.1799,0.0000,-0.0000,1.4169,flat,18.0,1,11.966
190,6.08,7.2105,-2.2282,0.1799,0.0001,-0.0000,1.6010,flat,18.0,1,11.540
200,6.40,7.1776,-1.6784,0.1799,0.0002,-0.0000,1.7369,flat,18.0,1,11.061
210,6.72,7.0735,-1.1335,0.1798,0.0004,-0.0000,1.8346,flat,18.0,1,10.553
220,7.04,6.9178,-0.5976,0.1798,0.0003,-0.0000,1.9092,flat,18.0,1,10.026
230,7.36,6.7229,-0.0718,0.1797,0.0002,-0.0000,1.9685,flat,18.0,1,9.488
240,7.68,6.4975,0.4442,0.1797,0.0002,-0.0000,2.0169,flat,18.0,1,8.941
250,8.00,6.2474,0.9499,0.1797,0.0001,-0.0000,2.0552,flat,18.0,1,8.389
260,8.32,5.9781,1.4471,0.1797,0.0001,-0.0000,2.0882,flat,18.0,1,7.833
270,8.64,5.6925,1.9365,0.1797,0.0001,-0.0000,2.1171,flat,18.0,1,7.274
280,8.96,5.3927,2.4185,0.1797,0.0001,-0.0000,2.1428,flat,18.0,1,6.712
