step,time_s,x,y,z,roll,pitch,yaw,terrain,speed,target_idx,dist_to_target
10,0.32,-1.2940,0.8835,0.2280,0.0067,-0.0216,0.0050,rough,15.5,0,6.144
20,0.64,-1.0248,0.8805,0.2197,0.0194,0.0128,0.3986,rough,15.5,0,6.374
30,0.96,-0.7723,1.0113,0.2183,0.0185,-0.0036,0.7311,rough,15.5,0,6.526
40,1.28,-0.5346,1.2410,0.2191,0.0107,-0.0075,1.0247,rough,15.5,0,6.629
50,1.60,-0.3687,1.5186,0.2273,-0.0012,-0.0365,1.3130,rough,15.5,0,6.662
60,1.92,-0.2938,1.8707,0.2322,-0.0423,-0.0112,1.5896,rough,15.5,0,6.599
70,2.24,-0.3107,2.2621,0.2322,-0.0364,0.0301,1.8236,rough,15.5,0,6.456
80,2.56,-0.4196,2.6586,0.2198,0.0043,0.0548,2.0083,rough,15.5,0,6.243
90,2.88,-0.6206,3.0370,0.2005,0.0248,0.0315,2.1630,rough,15.5,0,5.964
100,3.20,-0.8865,3.3944,0.1868,0.0285,0.0342,2.2972,rough,15.5,0,5.641
110,3.52,-1.2066,3.7223,0.1724,0.0329,0.0291,2.4153,rough,15.5,0,5.286
120,3.84,-1.5673,4.0179,0.1605,0.0381,0.0164,2.5272,rough,15.5,0,4.907
130,4.16,-1.9623,4.2866,0.1528,0.0381,0.0080,2.6357,rough,15.5,0,4.510
140,4.48,-2.3835,4.5077,0.1504,0.0339,-0.0007,2.7311,rough,15.5,0,4.100
150,4.80,-2.8249,4.6909,0.1525,0.0264,-0.0087,2.8323,rough,15.5,0,3.681
160,5.12,-3.2826,4.8292,0.1584,0.0222,-0.0199,2.9295,rough,15.5,0,3.252
170,5.44,-3.7525,4.9222,0.1675,0.0137,-0.0247,3.0226,rough,15.5,0,2.815
180,5.76,-4.2282,4.9713,0.1784,0.0048,-0.0265,3.1185,rough,15.5,0,2.375
190,6.08,-4.7049,4.9742,0.1898,-0.0053,-0.0255,-3.0667,rough,15.5,0,1.932
200,6.40,-5.1759,4.9277,0.2004,-0.0137,-0.0246,-2.9907,rough,15.5,0,1.490
210,6.72,-5.6461,4.8442,0.2084,-0.0237,-0.0161,-2.9352,rough,15.5,0,1.053
220,7.04,-6.0726,4.7649,0.2162,-0.0165,0.0483,-2.7441,rough,15.5,1,6.880
230,7.36,-6.2919,4.6278,0.2147,-0.0297,0.0166,-2.2765,rough,15.5,1,7.106
240,7.68,-6.4490,4.4008,0.2092,-0.0235,0.0244,-1.9855,rough,15.5,1,7.281
250,8.00,-6.5416,4.1071,0.2004,-0.0120,0.0377,-1.7583,rough,15.5,1,7.406
260,8.32,-6.5829,3.7398,0.1866,-0.0036,0.0380,-1.6293,rough,15.5,1,7.504
270,8.64,-6.6074,3.3901,0.1735,0.0111,0.0387,-1.3838,rough,15.5,1,7.598
280,8.96,-6.5502,3.0947,0.1626,0.0243,0.0311,-1.0843,rough,15.5,1,7.614
290,9.28,-6.3657,2.7975,0.1538,0.0298,0.0182,-0.8609,rough,15.5,1,7.521
300,9.60,-6.0971,2.5255,0.1490,0.0314,0.0045,-0.6670,rough,15.5,1,7.356
310,9.92,-5.7570,2.2685,0.1487,0.0318,-0.0099,-0.4842,rough,15.5,1,7.135
320,10.24,-5.3670,2.0771,0.1523,0.0270,-0.0198,-0.3252,rough,15.5,1,6.860
330,10.56,-4.9351,1.9447,0.1630,0.0142,-0.0268,-0.1563,rough,15.5,1,6.537
340,10.88,-4.4777,1.8885,0.1740,0.0024,-0.0275,-0.0057,rough,15.5,1,6.169
350,11.20,-4.0091,1.8951,0.1808,0.0122,-0.0284,0.1235,rough,15.5,1,5.770
360,11.52,-3.5376,1.9691,0.1980,-0.0118,-0.0215,0.1944,rough,15.5,1,5.339
370,11.84,-3.0708,2.0699,0.2067,-0.0157,-0.0145,0.2616,rough,15.5,1,4.905
380,12.16,-2.6128,2.2053,0.2095,-0.0208,0.0048,0.3224,rough,15.5,1,4.464
390,12.48,-2.1570,2.3646,0.2131,-0.0238,0.0005,0.3682,rough,15.5,1,4.017
400,12.80,-1.7144,2.5458,0.2124,-0.0248,0.0050,0.4335,rough,15.5,1,3.572
410,13.12,-1.3133,2.7610,0.2088,-0.0235,0.0101,0.5803,rough,15.5,1,3.140
420,13.44,-0.9298,3.0237,0.2002,-0.0231,0.0246,0.6762,rough,15.5,1,2.689
430,13.76,-0.5837,3.3303,0.1904,-0.0462,0.0412,0.7474,rough,15.5,1,2.233
440,14.08,-0.2565,3.6745,0.1943,-0.1218,0.0120,0.7865,rough,15.5,1,1.761
450,14.40,0.0509,4.0205,0.2160,-0.1898,-0.0795,0.8311,rough,15.5,1,1.300
460,14.72,0.3377,4.3830,0.2720,-0.2740,-0.1393,0.8839,rough,15.5,1,0.839
470,15.04,0.5505,4.6309,0.3261,-0.2480,-0.2359,0.6935,rough,15.5,2,9.451
480,15.36,0.7992,4.8350,0.4052,-0.2059,-0.2807,0.5273,rough,15.5,2,9.360
490,15.68,1.1290,5.0152,0.5164,-0.1496,-0.3158,0.3326,rough,15.5,2,9.201
500,16.00,1.4622,5.1324,0.6331,-0.1163,-0.3356,0.2313,rough,15.5,2,9.011
510,16.32,1.8376,5.2205,0.7683,-0.0635,-0.3537,0.0824,rough,15.5,2,8.781
520,16.64,2.2039,5.2478,0.9043,-0.0447,-0.3585,0.0307,rough,15.5,2,8.527
530,16.96,2.3515,5.2767,0.9596,0.1405,-0.3438,-0.4984,rough,15.5,2,8.440
540,17.28,2.3310,5.2320,0.9547,0.2052,-0.3132,-0.7058,rough,15.5,2,8.424
550,17.60,2.2764,5.1102,0.9416,0.0830,-0.3884,-0.3458,rough,15.5,2,8.381
560,17.92,2.2684,5.0391,0.9381,0.0183,-0.3749,-0.1487,rough,15.5,2,8.339
570,18.24,2.2679,5.0073,0.9367,-0.0127,-0.3604,-0.0608,rough,15.5,2,8.318
580,18.56,2.2687,4.9929,0.9376,-0.0271,-0.3601,-0.0197,rough,15.5,2,8.308
590,18.88,2.2695,4.9871,0.9381,-0.0339,-0.3597,-0.0004,rough,15.5,2,8.303
600,19.20,2.2701,4.9850,0.9380,-0.0372,-0.3570,0.0089,rough,15.5,2,8.301
